302	1	1
423	1	1
441	1	1
642	1	1
719	1	1
904	1	1
1257	1	1
1464	1	1
1671	1	1
1809	1	1
2412	1	1
2417	1	1
2499	1	1
2835	1	1
2936	1	1
2992	1	1
3138	1	1
3188	1	1
3427	1	1
3559	1	1
4071	1	1
4173	1	1
4308	1	1
4437	1	1
5204	1	1
3403	2	1
4676	3	1
523	4	1
1568	4	1
2266	4	1
3280	4	1
3394	4	1
656	5	1
950	5	1
1699	5	1
4005	5	1
523	6	1
2391	6	1
2814	6	1
3623	6	1
3799	6	1
677	7	1
1073	7	1
415	8	1
599	8	1
841	8	1
1293	8	1
1657	8	1
2076	8	1
2151	8	1
2154	8	1
4248	8	1
4462	8	1
4548	8	1
601	9	1
814	9	1
2723	9	1
2886	9	1
3413	9	1
4781	9	1
664	10	1
914	10	1
1013	10	1
1191	10	1
1550	10	1
1662	10	1
1871	10	1
2068	10	1
2089	10	1
3351	10	1
3519	10	1
3973	10	1
3984	10	1
4658	10	1
4808	10	1
4917	10	1
5105	10	1
3648	11	1
4286	11	1
4642	11	1
4679	11	1
1281	12	1
5033	12	1
515	13	1
1258	13	1
1299	13	1
1364	13	1
2797	13	1
2865	13	1
3895	13	1
380	14	1
440	14	1
556	14	1
2442	14	1
2660	14	1
2673	14	1
3128	14	1
4373	14	1
683	15	1
2376	15	1
2435	15	1
3738	15	1
4959	15	1
18	16	1
349	16	1
361	16	1
362	16	1
804	16	1
1233	16	1
1324	16	1
1328	16	1
1341	16	1
2509	16	1
2609	16	1
2918	16	1
3475	16	1
4694	16	1
4734	16	1
5092	16	1
5167	16	1
5219	16	1
3645	17	1
16	18	1
349	18	1
454	18	1
1143	18	1
1324	18	1
1523	18	1
1559	18	1
2565	18	1
2693	18	1
4603	18	1
4606	18	1
5226	18	1
25	19	1
3135	19	1
2309	20	1
877	21	1
887	21	1
1000	21	1
1289	21	1
1366	21	1
1409	21	1
2239	21	1
2672	21	1
2764	21	1
2787	21	1
3779	21	1
4097	21	1
4670	21	1
4870	21	1
5196	21	1
1993	22	1
529	23	1
823	23	1
1240	23	1
1281	23	1
1671	23	1
1923	23	1
2402	23	1
2711	23	1
3076	23	1
3189	23	1
3293	23	1
3629	23	1
4311	23	1
4429	23	1
4591	23	1
1794	24	1
19	25	1
528	26	1
2037	26	1
3545	26	1
4196	26	1
166	27	1
1232	28	1
4613	28	1
5151	28	1
5169	28	1
1436	29	1
5093	29	1
5160	30	1
1582	31	1
3830	31	1
541	32	1
614	32	1
1906	32	1
3193	32	1
3404	32	1
3832	32	1
3175	33	1
3854	33	1
1630	34	1
2991	34	1
3295	35	1
4499	36	1
228	37	1
858	37	1
1068	37	1
2002	37	1
2974	37	1
3594	37	1
3679	37	1
4092	37	1
4677	37	1
4844	37	1
74	38	1
445	38	1
894	38	1
1015	38	1
1128	38	1
1150	38	1
1171	38	1
1173	38	1
1185	38	1
1625	38	1
1628	38	1
1846	38	1
1981	38	1
2048	38	1
2168	38	1
2970	38	1
3254	38	1
3270	38	1
3271	38	1
3298	38	1
3360	38	1
3811	38	1
4023	38	1
4085	38	1
4148	38	1
4165	38	1
4433	38	1
4459	38	1
4564	38	1
41	39	1
104	39	1
365	39	1
2361	39	1
2883	39	1
3272	39	1
3401	39	1
3425	39	1
4157	39	1
4177	39	1
4456	39	1
4798	39	1
4924	39	1
542	40	1
1776	40	1
39	41	1
415	41	1
1123	41	1
1395	41	1
1915	41	1
2090	41	1
2475	41	1
2795	41	1
2837	41	1
3020	41	1
4542	41	1
4797	41	1
4798	41	1
4924	41	1
3316	42	1
4551	43	1
1792	44	1
191	45	1
1641	45	1
3066	45	1
3713	45	1
5176	45	1
1434	46	1
5170	46	1
1182	47	1
2297	47	1
1474	48	1
1792	48	1
359	49	1
590	49	1
1840	49	1
3621	49	1
3789	49	1
3856	49	1
4227	49	1
479	50	1
1904	50	1
1940	50	1
2172	50	1
2596	50	1
2855	50	1
5224	50	1
1552	51	1
4225	51	1
164	52	1
654	52	1
992	52	1
1305	52	1
1872	52	1
2160	52	1
3115	52	1
3217	52	1
3296	52	1
3796	52	1
4073	52	1
4209	52	1
5160	52	1
375	53	1
2823	53	1
524	54	1
525	54	1
967	54	1
1385	54	1
2082	54	1
4695	54	1
630	55	1
963	55	1
4517	55	1
1167	56	1
2030	56	1
2085	56	1
4167	56	1
4439	56	1
156	57	1
536	57	1
586	57	1
937	57	1
953	57	1
1002	57	1
1056	57	1
1057	57	1
1109	57	1
1209	57	1
1386	57	1
1674	57	1
1797	57	1
1859	57	1
1947	57	1
2025	57	1
2098	57	1
2163	57	1
2231	57	1
2235	57	1
2389	57	1
2390	57	1
2514	57	1
2812	57	1
2998	57	1
3085	57	1
3241	57	1
3281	57	1
3407	57	1
3414	57	1
4022	57	1
4108	57	1
4197	57	1
4449	57	1
4484	57	1
4634	57	1
4668	57	1
4726	57	1
4981	57	1
4995	57	1
5110	57	1
5177	57	1
5211	57	1
841	58	1
1293	58	1
4519	58	1
2086	59	1
5204	60	1
2374	61	1
2008	62	1
127	63	1
443	63	1
4056	63	1
790	64	1
