16	1	1
18	1	1
19	2	1
25	2	1
39	3	1
41	3	1
38	4	1
74	4	1
77	5	1
80	5	1
39	6	1
104	6	1
68	7	1
109	7	1
105	8	1
116	8	1
93	9	1
119	9	1
63	10	1
127	10	1
129	11	1
149	11	1
120	12	1
153	12	1
57	13	1
156	13	1
52	14	1
164	14	1
27	15	1
166	15	1
153	16	1
186	16	1
45	17	1
191	17	1
143	18	1
194	18	1
85	19	1
208	19	1
159	20	1
211	20	1
212	21	1
213	21	1
144	22	1
216	22	1
144	23	1
217	23	1
37	24	1
228	24	1
134	25	1
230	25	1
120	26	1
241	26	1
153	27	1
241	27	1
123	28	1
249	28	1
69	29	1
250	29	1
106	30	1
258	30	1
149	31	1
258	31	1
113	32	1
265	32	1
153	33	1
265	33	1
89	34	1
268	34	1
165	35	1
270	35	1
272	36	1
273	36	1
94	37	1
275	37	1
275	38	1
276	38	1
270	39	1
278	39	1
272	40	1
278	40	1
274	41	1
278	41	1
275	42	1
278	42	1
276	43	1
278	43	1
135	44	1
281	44	1
274	45	1
282	45	1
278	46	1
282	46	1
223	47	1
289	47	1
90	48	1
291	48	1
263	49	1
301	49	1
1	50	1
302	50	1
149	51	1
304	51	1
140	52	1
307	52	1
246	53	1
321	53	1
297	54	1
323	54	1
114	55	1
326	55	1
196	56	1
328	56	1
192	57	1
330	57	1
151	58	1
338	58	1
184	59	1
345	59	1
16	60	1
349	60	1
18	61	1
349	61	1
134	62	1
353	62	1
143	63	1
353	63	1
230	64	1
353	64	1
248	65	1
353	65	1
332	66	1
353	66	1
149	67	1
355	67	1
168	68	1
355	68	1
49	69	1
359	69	1
275	70	1
359	70	1
16	71	1
361	71	1
16	72	1
362	72	1
361	73	1
362	73	1
39	74	1
365	74	1
111	75	1
365	75	1
364	76	1
365	76	1
143	77	1
367	77	1
320	78	1
371	78	1
53	79	1
375	79	1
364	80	1
376	80	1
14	81	1
380	81	1
372	82	1
383	82	1
244	83	1
387	83	1
352	84	1
393	84	1
255	85	1
394	85	1
222	86	1
396	86	1
156	87	1
401	87	1
337	88	1
401	88	1
309	89	1
402	89	1
289	90	1
405	90	1
171	91	1
408	91	1
342	92	1
414	92	1
8	93	1
415	93	1
41	94	1
415	94	1
1	95	1
423	95	1
302	96	1
423	96	1
316	97	1
424	97	1
14	98	1
440	98	1
380	99	1
440	99	1
1	100	1
441	100	1
63	101	1
443	101	1
127	102	1
443	102	1
38	103	1
445	103	1
74	104	1
445	104	1
119	105	1
445	105	1
365	106	1
445	106	1
374	107	1
445	107	1
389	108	1
448	108	1
261	109	1
451	109	1
18	110	1
454	110	1
228	111	1
454	111	1
403	112	1
456	112	1
360	113	1
458	113	1
309	114	1
461	114	1
308	115	1
466	115	1
196	116	1
467	116	1
328	117	1
467	117	1
269	118	1
469	118	1
311	119	1
473	119	1
50	120	1
479	120	1
343	121	1
482	121	1
233	122	1
485	122	1
480	123	1
485	123	1
84	124	1
487	124	1
483	125	1
489	125	1
121	126	1
494	126	1
499	127	1
500	127	1
224	128	1
506	128	1
244	129	1
506	129	1
247	130	1
506	130	1
263	131	1
506	131	1
301	132	1
506	132	1
365	133	1
506	133	1
387	134	1
506	134	1
444	135	1
506	135	1
13	136	1
515	136	1
341	137	1
519	137	1
435	138	1
521	138	1
4	139	1
523	139	1
6	140	1
523	140	1
54	141	1
524	141	1
54	142	1
525	142	1
524	143	1
525	143	1
26	144	1
528	144	1
23	145	1
529	145	1
417	146	1
530	146	1
466	147	1
530	147	1
263	148	1
532	148	1
301	149	1
532	149	1
506	150	1
532	150	1
57	151	1
536	151	1
137	152	1
537	152	1
32	153	1
541	153	1
40	154	1
542	154	1
190	155	1
543	155	1
425	156	1
545	156	1
148	157	1
546	157	1
425	158	1
547	158	1
545	159	1
547	159	1
462	160	1
548	160	1
14	161	1
556	161	1
380	162	1
556	162	1
440	163	1
556	163	1
511	164	1
556	164	1
467	165	1
557	165	1
84	166	1
558	166	1
517	167	1
563	167	1
260	168	1
565	168	1
129	169	1
566	169	1
149	170	1
566	170	1
304	171	1
566	171	1
425	172	1
566	172	1
545	173	1
566	173	1
262	174	1
570	174	1
446	175	1
571	175	1
495	176	1
571	176	1
180	177	1
584	177	1
57	178	1
586	178	1
536	179	1
586	179	1
275	180	1
587	180	1
94	181	1
588	181	1
272	182	1
588	182	1
273	183	1
588	183	1
275	184	1
588	184	1
356	185	1
588	185	1
49	186	1
590	186	1
272	187	1
590	187	1
273	188	1
590	188	1
274	189	1
590	189	1
275	190	1
590	190	1
588	191	1
590	191	1
466	192	1
591	192	1
165	193	1
592	193	1
270	194	1
592	194	1
483	195	1
592	195	1
134	196	1
593	196	1
230	197	1
593	197	1
272	198	1
593	198	1
353	199	1
593	199	1
587	200	1
595	200	1
8	201	1
599	201	1
92	202	1
600	202	1
9	203	1
601	203	1
263	204	1
601	204	1
301	205	1
601	205	1
506	206	1
601	206	1
532	207	1
601	207	1
498	208	1
602	208	1
90	209	1
604	209	1
291	210	1
604	210	1
545	211	1
606	211	1
547	212	1
606	212	1
575	213	1
612	213	1
32	214	1
614	214	1
541	215	1
614	215	1
65	216	1
615	216	1
233	217	1
615	217	1
306	218	1
615	218	1
485	219	1
615	219	1
263	220	1
617	220	1
301	221	1
617	221	1
506	222	1
617	222	1
532	223	1
617	223	1
601	224	1
617	224	1
549	225	1
620	225	1
200	226	1
624	226	1
265	227	1
626	227	1
435	228	1
627	228	1
521	229	1
627	229	1
181	230	1
629	230	1
55	231	1
630	231	1
229	232	1
632	232	1
611	233	1
633	233	1
316	234	1
634	234	1
424	235	1
634	235	1
242	236	1
639	236	1
280	237	1
639	237	1
252	238	1
641	238	1
1	239	1
642	239	1
303	240	1
642	240	1
441	241	1
642	241	1
549	242	1
643	242	1
387	243	1
645	243	1
452	244	1
651	244	1
52	245	1
654	245	1
5	246	1
656	246	1
149	247	1
658	247	1
369	248	1
658	248	1
569	249	1
658	249	1
576	250	1
658	250	1
369	251	1
661	251	1
658	252	1
661	252	1
196	253	1
663	253	1
467	254	1
663	254	1
10	255	1
664	255	1
190	256	1
664	256	1
543	257	1
664	257	1
236	258	1
666	258	1
87	259	1
667	259	1
647	260	1
671	260	1
539	261	1
672	261	1
647	262	1
674	262	1
7	263	1
677	263	1
143	264	1
680	264	1
149	265	1
680	265	1
248	266	1
680	266	1
353	267	1
680	267	1
143	268	1
681	268	1
680	269	1
681	269	1
15	270	1
683	270	1
84	271	1
684	271	1
67	272	1
688	272	1
84	273	1
689	273	1
511	274	1
694	274	1
556	275	1
694	275	1
649	276	1
695	276	1
271	277	1
696	277	1
427	278	1
696	278	1
496	279	1
696	279	1
635	280	1
700	280	1
152	281	1
702	281	1
466	282	1
703	282	1
530	283	1
703	283	1
592	284	1
706	284	1
224	285	1
712	285	1
506	286	1
712	286	1
1	287	1
719	287	1
127	288	1
719	288	1
443	289	1
719	289	1
528	290	1
722	290	1
546	291	1
723	291	1
611	292	1
724	292	1
633	293	1
724	293	1
124	294	1
729	294	1
495	295	1
733	295	1
571	296	1
733	296	1
326	297	1
736	297	1
470	298	1
736	298	1
145	299	1
737	299	1
611	300	1
738	300	1
633	301	1
738	301	1
724	302	1
738	302	1
471	303	1
739	303	1
265	304	1
742	304	1
472	305	1
743	305	1
80	306	1
745	306	1
244	307	1
745	307	1
387	308	1
745	308	1
444	309	1
745	309	1
546	310	1
745	310	1
649	311	1
752	311	1
613	312	1
755	312	1
379	313	1
757	313	1
415	314	1
759	314	1
156	315	1
761	315	1
289	316	1
763	316	1
405	317	1
763	317	1
171	318	1
765	318	1
223	319	1
765	319	1
408	320	1
765	320	1
498	321	1
767	321	1
602	322	1
767	322	1
153	323	1
777	323	1
200	324	1
778	324	1
502	325	1
780	325	1
210	326	1
781	326	1
654	327	1
783	327	1
658	328	1
784	328	1
452	329	1
786	329	1
651	330	1
786	330	1
687	331	1
786	331	1
698	332	1
786	332	1
64	333	1
790	333	1
119	334	1
790	334	1
133	335	1
790	335	1
539	336	1
790	336	1
575	337	1
790	337	1
625	338	1
790	338	1
89	339	1
792	339	1
179	340	1
795	340	1
501	341	1
795	341	1
526	342	1
795	342	1
149	343	1
799	343	1
168	344	1
799	344	1
223	345	1
800	345	1
546	346	1
802	346	1
16	347	1
804	347	1
278	348	1
804	348	1
343	349	1
804	349	1
354	350	1
804	350	1
361	351	1
804	351	1
414	352	1
804	352	1
454	353	1
804	353	1
482	354	1
804	354	1
539	355	1
804	355	1
93	356	1
808	356	1
268	357	1
808	357	1
715	358	1
813	358	1
9	359	1
814	359	1
601	360	1
814	360	1
575	361	1
815	361	1
790	362	1
815	362	1
661	363	1
818	363	1
161	364	1
819	364	1
669	365	1
820	365	1
669	366	1
821	366	1
669	367	1
822	367	1
23	368	1
823	368	1
565	369	1
824	369	1
664	370	1
824	370	1
254	371	1
826	371	1
378	372	1
828	372	1
175	373	1
829	373	1
204	374	1
829	374	1
369	375	1
830	375	1
658	376	1
830	376	1
661	377	1
830	377	1
170	378	1
831	378	1
742	379	1
834	379	1
773	380	1
834	380	1
261	381	1
835	381	1
451	382	1
835	382	1
158	383	1
836	383	1
804	384	1
836	384	1
350	385	1
837	385	1
748	386	1
840	386	1
839	387	1
840	387	1
8	388	1
841	388	1
58	389	1
841	389	1
184	390	1
841	390	1
658	391	1
842	391	1
784	392	1
842	392	1
336	393	1
847	393	1
611	394	1
850	394	1
633	395	1
850	395	1
724	396	1
850	396	1
738	397	1
850	397	1
226	398	1
852	398	1
703	399	1
852	399	1
816	400	1
854	400	1
493	401	1
856	401	1
37	402	1
858	402	1
514	403	1
858	403	1
857	404	1
858	404	1
302	405	1
861	405	1
338	406	1
862	406	1
533	407	1
862	407	1
578	408	1
862	408	1
219	409	1
863	409	1
218	410	1
864	410	1
572	411	1
867	411	1
179	412	1
871	412	1
275	413	1
872	413	1
251	414	1
873	414	1
150	415	1
874	415	1
240	416	1
874	416	1
251	417	1
874	417	1
21	418	1
877	418	1
149	419	1
881	419	1
711	420	1
883	420	1
701	421	1
886	421	1
21	422	1
887	422	1
877	423	1
887	423	1
567	424	1
889	424	1
611	425	1
890	425	1
633	426	1
890	426	1
724	427	1
890	427	1
738	428	1
890	428	1
850	429	1
890	429	1
38	430	1
894	430	1
428	431	1
896	431	1
229	432	1
900	432	1
520	433	1
900	433	1
632	434	1
900	434	1
441	435	1
901	435	1
466	436	1
902	436	1
703	437	1
902	437	1
858	438	1
902	438	1
518	439	1
903	439	1
1	440	1
904	440	1
194	441	1
904	441	1
502	442	1
904	442	1
642	443	1
904	443	1
742	444	1
904	444	1
692	445	1
910	445	1
506	446	1
911	446	1
601	447	1
911	447	1
407	448	1
912	448	1
841	449	1
912	449	1
263	450	1
913	450	1
301	451	1
913	451	1
506	452	1
913	452	1
532	453	1
913	453	1
601	454	1
913	454	1
617	455	1
913	455	1
10	456	1
914	456	1
147	457	1
915	457	1
605	458	1
918	458	1
912	459	1
921	459	1
233	460	1
924	460	1
438	461	1
924	461	1
455	462	1
924	462	1
576	463	1
924	463	1
613	464	1
924	464	1
658	465	1
924	465	1
733	466	1
924	466	1
736	467	1
924	467	1
755	468	1
924	468	1
466	469	1
927	469	1
591	470	1
927	470	1
566	471	1
929	471	1
417	472	1
930	472	1
659	473	1
932	473	1
471	474	1
933	474	1
265	475	1
934	475	1
924	476	1
936	476	1
57	477	1
937	477	1
536	478	1
937	478	1
118	479	1
939	479	1
336	480	1
940	480	1
847	481	1
940	481	1
317	482	1
942	482	1
774	483	1
942	483	1
783	484	1
943	484	1
869	485	1
943	485	1
912	486	1
944	486	1
80	487	1
945	487	1
5	488	1
950	488	1
71	489	1
950	489	1
388	490	1
950	490	1
656	491	1
950	491	1
696	492	1
950	492	1
790	493	1
950	493	1
388	494	1
951	494	1
57	495	1
953	495	1
536	496	1
953	496	1
586	497	1
953	497	1
937	498	1
953	498	1
210	499	1
954	499	1
781	500	1
954	500	1
263	501	1
958	501	1
301	502	1
958	502	1
506	503	1
958	503	1
532	504	1
958	504	1
601	505	1
958	505	1
617	506	1
958	506	1
655	507	1
958	507	1
913	508	1
958	508	1
947	509	1
958	509	1
435	510	1
959	510	1
521	511	1
959	511	1
627	512	1
959	512	1
164	513	1
961	513	1
366	514	1
961	514	1
502	515	1
961	515	1
262	516	1
962	516	1
570	517	1
962	517	1
55	518	1
963	518	1
630	519	1
963	519	1
54	520	1
967	520	1
911	521	1
969	521	1
236	522	1
970	522	1
666	523	1
970	523	1
770	524	1
970	524	1
246	525	1
974	525	1
246	526	1
975	526	1
848	527	1
975	527	1
974	528	1
975	528	1
349	529	1
976	529	1
474	530	1
976	530	1
637	531	1
976	531	1
658	532	1
976	532	1
790	533	1
976	533	1
811	534	1
976	534	1
882	535	1
977	535	1
661	536	1
980	536	1
848	537	1
981	537	1
975	538	1
981	538	1
790	539	1
982	539	1
950	540	1
982	540	1
533	541	1
984	541	1
742	542	1
985	542	1
242	543	1
986	543	1
280	544	1
986	544	1
639	545	1
986	545	1
110	546	1
988	546	1
228	547	1
989	547	1
946	548	1
991	548	1
52	549	1
992	549	1
654	550	1
992	550	1
970	551	1
993	551	1
396	552	1
994	552	1
124	553	1
995	553	1
190	554	1
998	554	1
247	555	1
998	555	1
263	556	1
998	556	1
301	557	1
998	557	1
506	558	1
998	558	1
532	559	1
998	559	1
543	560	1
998	560	1
601	561	1
998	561	1
617	562	1
998	562	1
664	563	1
998	563	1
911	564	1
998	564	1
913	565	1
998	565	1
958	566	1
998	566	1
108	567	1
999	567	1
21	568	1
1000	568	1
877	569	1
1000	569	1
887	570	1
1000	570	1
